;combined_fips;W;GEO.id2;GEO.display-label;HC01_EST_VC15
357;12079;-0.155592143949;12079;Madison County, Florida;44069
358;12081;-0.17149242946200005;12081;Manatee County, Florida;67786
359;12083;-0.26221165143200004;12083;Marion County, Florida;51968
360;12085;-0.26852964159600007;12085;Martin County, Florida;81104
361;12086;0.29564613199600004;12086;Miami-Dade County, Florida;67497
362;12087;-0.069189800631;12087;Monroe County, Florida;85148
363;12089;-0.502224036788;12089;Nassau County, Florida;73997
364;12091;-0.4776319580349999;12091;Okaloosa County, Florida;71445
365;12093;-0.39531983568100004;12093;Okeechobee County, Florida;47483
366;12095;0.246405276658;12095;Orange County, Florida;68045
367;12097;0.25028396711000006;12097;Osceola County, Florida;56647
368;12099;0.15314004884099996;12099;Palm Beach County, Florida;82436
369;12101;-0.21570589749699998;12101;Pasco County, Florida;59938
370;12103;-0.011024983723999904;12103;Pinellas County, Florida;66039
371;12105;-0.14105021351000002;12105;Polk County, Florida;56425
372;12107;-0.36607252235699994;12107;Putnam County, Florida;43956
373;12113;-0.534449629426;12113;Santa Rosa County, Florida;75173
374;12115;-0.11562783085100004;12115;Sarasota County, Florida;74755
375;12117;-0.016285091608999935;12117;Seminole County, Florida;77572
376;12109;-0.334301132032;12109;St. Johns County, Florida;96113
377;12111;-0.024415374010999913;12111;St. Lucie County, Florida;59196
378;12119;-0.3925817688419999;12119;Sumter County, Florida;64660
379;12121;-0.5529317269080001;12121;Suwannee County, Florida;47668
380;12123;-0.5144950964549999;12123;Taylor County, Florida;46748
381;12125;-0.6240997716490001;12125;Union County, Florida;46970
382;12127;-0.130501260065;12127;Volusia County, Florida;56644
383;12129;-0.401394681961;12129;Wakulla County, Florida;58688
384;12131;-0.561220536964;12131;Walton County, Florida;67144
385;12133;-0.571518305815;12133;Washington County, Florida;49235
386;13001;-0.579465943168;13001;Appling County, Georgia;49556
387;13003;-0.451996927803;13003;Atkinson County, Georgia;44376
388;13005;-0.6855361596010001;13005;Bacon County, Georgia;48395
389;13007;-0.08680555555500002;13007;Baker County, Georgia;51265
390;13009;0.017045101088000003;13009;Baldwin County, Georgia;49643
391;13011;-0.784048373164;13011;Banks County, Georgia;50544
392;13013;-0.5038504232;13013;Barrow County, Georgia;62471
393;13015;-0.552046455951;13015;Bartow County, Georgia;61927
394;13017;-0.2762113793679999;13017;Ben Hill County, Georgia;38561
395;13019;-0.665396922139;13019;Berrien County, Georgia;42132
396;13021;0.20220481080799996;13021;Bibb County, Georgia;55739
397;13023;-0.531617349006;13023;Bleckley County, Georgia;54608
398;13025;-0.7863166268898;13025;Brantley County, Georgia;46587
399;13027;-0.18746011487000008;13027;Brooks County, Georgia;46182
400;13029;-0.431720108876;13029;Bryan County, Georgia;75583
401;13031;-0.234524450333;13031;Bulloch County, Georgia;51602
402;13033;0.02556149732600005;13033;Burke County, Georgia;46749
403;13035;-0.43800780837799996;13035;Butts County, Georgia;55677
404;13037;0.17251606524899998;13037;Calhoun County, Georgia;50372
405;13039;-0.33853917662699995;13039;Camden County, Georgia;63671
406;13043;-0.4359861591690001;13043;Candler County, Georgia;46006
407;13045;-0.4014493416240001;13045;Carroll County, Georgia;58198
408;13047;-0.60697849868;13047;Catoosa County, Georgia;59361
409;13049;-0.485528942116;13049;Charlton County, Georgia;51543
410;13051;0.14478413024799996;13051;Chatham County, Georgia;64795
411;13053;-0.110549132948;13053;Chattahoochee County, Georgia;52465
412;13055;-0.587557603686;13055;Chattooga County, Georgia;43093
413;13057;-0.499959395443;13057;Cherokee County, Georgia;85254
414;13059;0.3804301123900001;13059;Clarke County, Georgia;49824
415;13061;0.103068450039;13061;Clay County, Georgia;31404
416;13063;0.7190819848490001;13063;Clayton County, Georgia;50593
417;13065;-0.42529676627099994;13065;Clinch County, Georgia;41785
418;13067;0.020874690586;13067;Cobb County, Georgia;89047
419;13069;-0.3947179044330001;13069;Coffee County, Georgia;49134
420;13071;-0.473219540906;13071;Colquitt County, Georgia;47528
421;13073;-0.376959027886;13073;Columbia County, Georgia;87673
422;13075;-0.401291818483;13075;Cook County, Georgia;50202
423;13077;-0.42307755035399996;13077;Coweta County, Georgia;76019
424;13079;-0.4291254605389999;13079;Crawford County, Georgia;52339
425;13081;-0.2272;13081;Crisp County, Georgia;49841
426;13083;-0.6543764026929999;13083;Dade County, Georgia;57094
427;13085;-0.722260273973;13085;Dawson County, Georgia;77905
428;13087;-0.18607149833999997;13087;Decatur County, Georgia;45969
429;13089;0.6475795194520001;13089;DeKalb County, Georgia;75140
430;13091;-0.455325232309;13091;Dodge County, Georgia;46245
431;13093;-0.021115745568999977;13093;Dooly County, Georgia;38795
432;13095;0.383109801032;13095;Dougherty County, Georgia;47802
433;13097;0.1075220081940001;13097;Douglas County, Georgia;65201
434;13099;-0.08092848180700002;13099;Early County, Georgia;44899
435;13101;-0.723404255319;13101;Echols County, Georgia;45475
436;13103;-0.556272707844;13103;Effingham County, Georgia;71916
437;13105;-0.3490899898890001;13105;Elbert County, Georgia;48526
438;13107;-0.3696095942839999;13107;Emanuel County, Georgia;45622
439;13109;-0.353692393115;13109;Evans County, Georgia;51807
440;13111;-0.654709282557;13111;Fannin County, Georgia;48234
441;13113;-0.195058539089;13113;Fayette County, Georgia;100357
442;13115;-0.43556204379499996;13115;Floyd County, Georgia;56222
443;13117;-0.47653986065700005;13117;Forsyth County, Georgia;107877
444;13119;-0.6857446306350001;13119;Franklin County, Georgia;45197
